battle_id,name,pokemon_id,type,primary_type,pokemon_class,attack,defense,speed,hp,effectiveness,opponent_id,opponent_name,opponent_primary_type,attack_first,is_winner
377,Absol,359,Dark,Dark,Normal,130,60,75,65,2.0,794,Buzzwole,Bug,False,False
378,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,861,Grimmsnarl,Dark,True,True
378,Grimmsnarl,861,Dark,Dark,Normal,120,65,60,95,1.0,794,Buzzwole,Bug,False,False
379,Yveltal,717,Dark,Dark,Legendary,131,95,99,126,1.0,794,Buzzwole,Bug,True,True
379,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,717,Yveltal,Dark,False,False
380,Zoroark,571,Dark,Dark,Normal,105,60,105,60,2.0,794,Buzzwole,Bug,True,True
380,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,571,Zoroark,Dark,False,False
381,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,430,Honchkrow,Dark,True,True
381,Honchkrow,430,Dark,Dark,Normal,125,52,71,100,1.0,794,Buzzwole,Bug,False,False
382,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,799,Guzzlord,Dark,True,True
382,Guzzlord,799,Dark,Dark,Normal,101,53,43,223,2.0,794,Buzzwole,Bug,False,False
383,Reshiram,643,Dragon,Dragon,Legendary,120,100,90,100,0.5,794,Buzzwole,Bug,True,True
383,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,643,Reshiram,Dragon,False,False
384,Zekrom,644,Dragon,Dragon,Legendary,150,120,90,100,1.0,794,Buzzwole,Bug,True,True
384,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,644,Zekrom,Dragon,False,False
385,Garchomp,445,Dragon,Dragon,Normal,130,95,102,108,1.0,794,Buzzwole,Bug,True,True
385,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,445,Garchomp,Dragon,False,False
386,Rayquaza,384,Dragon,Dragon,Legendary,150,90,95,105,0.5,794,Buzzwole,Bug,True,True
386,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,384,Rayquaza,Dragon,False,False
387,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,621,Druddigon,Dragon,True,True
387,Druddigon,621,Dragon,Dragon,Normal,120,90,48,77,1.0,794,Buzzwole,Bug,False,False
388,Haxorus,612,Dragon,Dragon,Normal,147,90,97,76,1.0,794,Buzzwole,Bug,True,True
388,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,612,Haxorus,Dragon,False,False
389,Dragapult,887,Dragon,Dragon,Normal,120,75,142,88,0.5,794,Buzzwole,Bug,True,True
389,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,887,Dragapult,Dragon,False,False
390,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,880,Dracozolt,Electric,True,True
390,Dracozolt,880,Electric,Electric,Normal,100,90,75,90,1.0,794,Buzzwole,Bug,False,False
391,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,405,Luxray,Electric,True,True
391,Luxray,405,Electric,Electric,Normal,120,79,70,80,1.0,794,Buzzwole,Bug,False,False
392,Zeraora,807,Electric,Electric,Mythical,112,75,143,88,1.0,794,Buzzwole,Bug,True,True
392,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,807,Zeraora,Electric,False,False
393,Electivire,466,Electric,Electric,Normal,123,67,95,75,1.0,794,Buzzwole,Bug,True,True
393,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,466,Electivire,Electric,False,False
394,Zebstrika,523,Electric,Electric,Normal,100,63,116,75,1.0,794,Buzzwole,Bug,True,True
394,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,523,Zebstrika,Electric,False,False
395,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,604,Eelektross,Electric,True,True
395,Eelektross,604,Electric,Electric,Normal,115,80,50,85,1.0,794,Buzzwole,Bug,False,False
396,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,881,Arctozolt,Electric,True,True
396,Arctozolt,881,Electric,Electric,Normal,100,90,55,90,1.0,794,Buzzwole,Bug,False,False
397,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,700,Sylveon,Fairy,True,True
397,Sylveon,700,Fairy,Fairy,Normal,65,65,60,95,0.5,794,Buzzwole,Bug,False,False
398,Zacian Hero,888,Fairy,Fairy,Legendary,130,115,138,92,0.5,794,Buzzwole,Bug,True,True
398,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,888,Zacian Hero,Fairy,False,False
399,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,683,Aromatisse,Fairy,True,True
399,Aromatisse,683,Fairy,Fairy,Normal,72,72,29,101,0.5,794,Buzzwole,Bug,False,False
400,Xerneas,716,Fairy,Fairy,Legendary,131,95,99,126,0.5,794,Buzzwole,Bug,True,True
400,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,716,Xerneas,Fairy,False,False
401,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,671,Florges,Fairy,True,True
401,Florges,671,Fairy,Fairy,Normal,65,68,75,78,0.5,794,Buzzwole,Bug,False,False
402,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,210,Granbull,Fairy,True,True
402,Granbull,210,Fairy,Fairy,Normal,120,75,45,90,0.5,794,Buzzwole,Bug,False,False
403,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,869,Alcremie,Fairy,True,True
403,Alcremie,869,Fairy,Fairy,Normal,60,75,64,65,0.5,794,Buzzwole,Bug,False,False
404,Marshadow,802,Fighting,Fighting,Mythical,125,80,125,90,0.25,794,Buzzwole,Bug,True,True
404,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,802,Marshadow,Fighting,False,False
405,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,865,Sirfetchd,Fighting,True,True
405,Sirfetchd,865,Fighting,Fighting,Normal,135,95,65,62,0.5,794,Buzzwole,Bug,False,False
406,Urshifu Single Strike,892,Fighting,Fighting,Legendary,130,100,97,100,1.0,794,Buzzwole,Bug,True,True
406,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,892,Urshifu Single Strike,Fighting,False,False
407,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,534,Conkeldurr,Fighting,True,True
407,Conkeldurr,534,Fighting,Fighting,Normal,140,95,45,105,0.5,794,Buzzwole,Bug,False,False
408,Mienshao,620,Fighting,Fighting,Normal,125,60,105,65,0.5,794,Buzzwole,Bug,True,True
408,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,620,Mienshao,Fighting,False,False
409,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,740,Crabominable,Fighting,True,True
409,Crabominable,740,Fighting,Fighting,Normal,132,77,43,97,0.5,794,Buzzwole,Bug,False,False
410,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,675,Pangoro,Fighting,True,True
410,Pangoro,675,Fighting,Fighting,Normal,124,78,58,95,1.0,794,Buzzwole,Bug,False,False
411,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,727,Incineroar,Fire,True,True
411,Incineroar,727,Fire,Fire,Normal,115,90,60,95,1.0,794,Buzzwole,Bug,False,False
412,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,136,Flareon,Fire,True,True
412,Flareon,136,Fire,Fire,Normal,130,60,65,65,0.5,794,Buzzwole,Bug,False,False
413,Blaziken,257,Fire,Fire,Normal,120,70,80,80,0.25,794,Buzzwole,Bug,True,True
413,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,257,Blaziken,Fire,False,False
414,Darmanitan Standard,555,Fire,Fire,Normal,140,55,95,105,0.5,794,Buzzwole,Bug,True,True
414,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,555,Darmanitan Standard,Fire,False,False
415,Entei,244,Fire,Fire,Legendary,115,85,100,115,0.5,794,Buzzwole,Bug,True,True
415,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,244,Entei,Fire,False,False
416,Ho Oh,250,Fire,Fire,Legendary,130,90,90,106,0.25,794,Buzzwole,Bug,True,True
416,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,250,Ho Oh,Fire,False,False
417,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,851,Centiskorch,Fire,True,True
417,Centiskorch,851,Fire,Fire,Normal,115,65,65,100,0.5,794,Buzzwole,Bug,False,False
418,Tornadus Incarnate,641,Flying,Flying,Legendary,115,70,111,79,0.5,794,Buzzwole,Bug,True,True
418,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,641,Tornadus Incarnate,Flying,False,False
419,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,823,Corviknight,Flying,True,True
419,Corviknight,823,Flying,Flying,Normal,87,105,67,98,0.25,794,Buzzwole,Bug,False,False
420,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,821,Rookidee,Flying,True,True
420,Rookidee,821,Flying,Flying,Normal,47,35,57,38,0.5,794,Buzzwole,Bug,False,False
421,Cramorant,845,Flying,Flying,Normal,85,55,85,70,0.5,794,Buzzwole,Bug,True,True
421,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,845,Cramorant,Flying,False,False
422,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,822,Corvisquire,Flying,True,True
422,Corvisquire,822,Flying,Flying,Normal,67,55,77,68,0.5,794,Buzzwole,Bug,False,False
423,Noivern,715,Flying,Flying,Normal,70,80,123,85,0.5,794,Buzzwole,Bug,True,True
423,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,715,Noivern,Flying,False,False
424,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,4.0,714,Noibat,Flying,True,True
424,Noibat,714,Flying,Flying,Normal,30,35,55,40,0.5,794,Buzzwole,Bug,False,False
425,Mimikyu Disguised,778,Ghost,Ghost,Normal,90,80,96,55,0.25,794,Buzzwole,Bug,True,True
425,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,778,Mimikyu Disguised,Ghost,False,False
426,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,354,Banette,Ghost,True,True
426,Banette,354,Ghost,Ghost,Normal,115,65,65,64,0.5,794,Buzzwole,Bug,False,False
427,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,864,Cursola,Ghost,True,True
427,Cursola,864,Ghost,Ghost,Normal,95,50,30,60,0.5,794,Buzzwole,Bug,False,False
428,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,781,Dhelmise,Ghost,True,True
428,Dhelmise,781,Ghost,Ghost,Normal,131,100,40,70,1.0,794,Buzzwole,Bug,False,False
429,Gourgeist Average,711,Ghost,Ghost,Normal,90,122,84,65,1.0,794,Buzzwole,Bug,True,True
429,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,711,Gourgeist Average,Ghost,False,False
430,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,709,Trevenant,Ghost,True,True
430,Trevenant,709,Ghost,Ghost,Normal,110,76,56,85,1.0,794,Buzzwole,Bug,False,False
431,Drifblim,426,Ghost,Ghost,Normal,80,44,80,150,0.25,794,Buzzwole,Bug,True,True
431,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,426,Drifblim,Ghost,False,False
432,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,389,Torterra,Grass,True,True
432,Torterra,389,Grass,Grass,Normal,109,105,56,95,2.0,794,Buzzwole,Bug,False,False
433,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,286,Breloom,Grass,True,True
433,Breloom,286,Grass,Grass,Normal,130,80,70,60,1.0,794,Buzzwole,Bug,False,False
434,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,332,Cacturne,Grass,True,True
434,Cacturne,332,Grass,Grass,Normal,115,60,55,70,4.0,794,Buzzwole,Bug,False,False
435,Kartana,798,Grass,Grass,Normal,181,131,109,59,1.0,794,Buzzwole,Bug,True,True
435,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,798,Kartana,Grass,False,False
436,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,841,Flapple,Grass,True,True
436,Flapple,841,Grass,Grass,Normal,110,80,70,70,2.0,794,Buzzwole,Bug,False,False
437,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,787,Tapu Bulu,Grass,True,True
437,Tapu Bulu,787,Grass,Grass,Legendary,130,115,75,70,1.0,794,Buzzwole,Bug,False,False
438,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,652,Chesnaught,Grass,True,True
438,Chesnaught,652,Grass,Grass,Normal,107,122,64,88,1.0,794,Buzzwole,Bug,False,False
439,Krookodile,553,Ground,Ground,Normal,117,80,92,95,2.0,794,Buzzwole,Bug,True,True
439,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,553,Krookodile,Ground,False,False
440,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,464,Rhyperior,Ground,True,True
440,Rhyperior,464,Ground,Ground,Normal,140,130,40,115,1.0,794,Buzzwole,Bug,False,False
441,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,750,Mudsdale,Ground,True,True
441,Mudsdale,750,Ground,Ground,Normal,125,100,35,100,1.0,794,Buzzwole,Bug,False,False
442,Groudon,383,Ground,Ground,Legendary,150,140,90,100,1.0,794,Buzzwole,Bug,True,True
442,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,383,Groudon,Ground,False,False
443,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,232,Donphan,Ground,True,True
443,Donphan,232,Ground,Ground,Normal,120,120,50,90,1.0,794,Buzzwole,Bug,False,False
444,Excadrill,530,Ground,Ground,Normal,135,60,88,110,0.5,794,Buzzwole,Bug,True,True
444,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,530,Excadrill,Ground,False,False
445,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,450,Hippowdon,Ground,True,True
445,Hippowdon,450,Ground,Ground,Normal,112,118,47,108,1.0,794,Buzzwole,Bug,False,False
446,Glalie,362,Ice,Ice,Normal,80,80,80,80,1.0,794,Buzzwole,Bug,True,True
446,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,362,Glalie,Ice,False,False
447,Mamoswine,473,Ice,Ice,Normal,130,80,80,110,1.0,794,Buzzwole,Bug,True,True
447,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,473,Mamoswine,Ice,False,False
448,Vanilluxe,584,Ice,Ice,Normal,95,85,79,71,1.0,794,Buzzwole,Bug,False,True
448,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,584,Vanilluxe,Ice,False,False
449,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,896,Glastrier,Ice,True,True
449,Glastrier,896,Ice,Ice,Legendary,145,130,30,100,1.0,794,Buzzwole,Bug,False,False
450,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,866,Mr Rime,Ice,True,True
450,Mr Rime,866,Ice,Ice,Normal,85,75,70,80,2.0,794,Buzzwole,Bug,False,False
451,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,614,Beartic,Ice,True,True
451,Beartic,614,Ice,Ice,Normal,130,80,50,95,1.0,794,Buzzwole,Bug,False,False
452,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,365,Walrein,Ice,True,True
452,Walrein,365,Ice,Ice,Normal,80,90,65,110,1.0,794,Buzzwole,Bug,False,False
453,Zangoose,335,Normal,Normal,Normal,115,60,90,73,1.0,794,Buzzwole,Bug,True,True
453,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,335,Zangoose,Normal,False,False
454,Regigigas,486,Normal,Normal,Legendary,160,110,100,110,1.0,794,Buzzwole,Bug,True,True
454,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,486,Regigigas,Normal,False,False
455,Staraptor,398,Normal,Normal,Normal,120,70,100,85,0.5,794,Buzzwole,Bug,True,True
455,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,398,Staraptor,Normal,False,False
456,Slaking,289,Normal,Normal,Normal,160,100,100,150,1.0,794,Buzzwole,Bug,True,True
456,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,289,Slaking,Normal,False,False
457,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,733,Toucannon,Normal,True,True
457,Toucannon,733,Normal,Normal,Normal,120,75,60,80,0.5,794,Buzzwole,Bug,False,False
458,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,217,Ursaring,Normal,True,True
458,Ursaring,217,Normal,Normal,Normal,130,75,55,90,1.0,794,Buzzwole,Bug,False,False
459,Unfezant,521,Normal,Normal,Normal,115,80,93,80,0.5,794,Buzzwole,Bug,True,True
459,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,521,Unfezant,Normal,False,False
460,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,110,Weezing,Poison,True,True
460,Weezing,110,Poison,Poison,Normal,90,120,60,65,0.5,794,Buzzwole,Bug,False,False
461,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,89,Muk,Poison,True,True
461,Muk,89,Poison,Poison,Normal,105,75,50,105,0.5,794,Buzzwole,Bug,False,False
462,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,569,Garbodor,Poison,True,True
462,Garbodor,569,Poison,Poison,Normal,95,82,75,80,0.5,794,Buzzwole,Bug,False,False
463,Toxicroak,454,Poison,Poison,Normal,106,65,85,83,0.25,794,Buzzwole,Bug,True,True
463,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,454,Toxicroak,Poison,False,False
464,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,31,Nidoqueen,Poison,True,True
464,Nidoqueen,31,Poison,Poison,Normal,92,87,76,90,0.5,794,Buzzwole,Bug,False,False
465,Nidoking,34,Poison,Poison,Normal,102,77,85,81,0.5,794,Buzzwole,Bug,True,True
465,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,34,Nidoking,Poison,False,False
466,Crobat,169,Poison,Poison,Normal,90,80,130,85,0.25,794,Buzzwole,Bug,True,True
466,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,169,Crobat,Poison,False,False
467,Mesprit,481,Psychic,Psychic,Legendary,105,105,80,80,2.0,794,Buzzwole,Bug,True,True
467,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,481,Mesprit,Psychic,False,False
468,Solgaleo,791,Psychic,Psychic,Legendary,137,107,97,137,1.0,794,Buzzwole,Bug,True,True
468,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,791,Solgaleo,Psychic,False,False
469,Mewtwo,150,Psychic,Psychic,Legendary,110,90,130,106,2.0,794,Buzzwole,Bug,True,True
469,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,150,Mewtwo,Psychic,False,False
470,Deoxys Normal,386,Psychic,Psychic,Mythical,150,50,150,50,2.0,794,Buzzwole,Bug,True,True
470,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,386,Deoxys Normal,Psychic,False,False
471,Necrozma,800,Psychic,Psychic,Legendary,107,101,79,97,2.0,794,Buzzwole,Bug,False,True
471,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,800,Necrozma,Psychic,False,False
472,Gallade,475,Psychic,Psychic,Normal,125,65,80,68,1.0,794,Buzzwole,Bug,True,True
472,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,475,Gallade,Psychic,False,False
473,Mew,151,Psychic,Psychic,Mythical,100,100,100,100,2.0,794,Buzzwole,Bug,True,True
473,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,2.0,151,Mew,Psychic,False,False
474,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,874,Stonjourner,Rock,True,True
474,Stonjourner,874,Rock,Rock,Normal,125,135,70,100,1.0,794,Buzzwole,Bug,False,False
475,Archeops,567,Rock,Rock,Normal,140,65,110,75,0.5,794,Buzzwole,Bug,True,True
475,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,567,Archeops,Rock,False,False
476,Terrakion,639,Rock,Rock,Legendary,129,90,108,91,0.5,794,Buzzwole,Bug,True,True
476,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,639,Terrakion,Rock,False,False
477,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,409,Rampardos,Rock,True,True
477,Rampardos,409,Rock,Rock,Normal,165,60,58,97,1.0,794,Buzzwole,Bug,False,False
478,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,408,Cranidos,Rock,True,True
478,Cranidos,408,Rock,Rock,Normal,125,40,58,67,1.0,794,Buzzwole,Bug,False,False
479,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,526,Gigalith,Rock,True,True
479,Gigalith,526,Rock,Rock,Normal,135,130,25,85,1.0,794,Buzzwole,Bug,False,False
480,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,697,Tyrantrum,Rock,True,True
480,Tyrantrum,697,Rock,Rock,Normal,121,119,71,82,1.0,794,Buzzwole,Bug,False,False
481,Jirachi,385,Steel,Steel,Mythical,100,100,100,100,1.0,794,Buzzwole,Bug,True,True
481,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,385,Jirachi,Steel,False,False
482,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,376,Metagross,Steel,True,True
482,Metagross,376,Steel,Steel,Normal,135,130,70,80,1.0,794,Buzzwole,Bug,False,False
483,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,680,Doublade,Steel,True,True
483,Doublade,680,Steel,Steel,Normal,110,150,35,59,0.25,794,Buzzwole,Bug,False,False
484,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,809,Melmetal,Steel,True,True
484,Melmetal,809,Steel,Steel,Mythical,143,143,34,135,0.5,794,Buzzwole,Bug,False,False
485,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,797,Celesteela,Steel,True,True
485,Celesteela,797,Steel,Steel,Normal,101,103,61,97,0.25,794,Buzzwole,Bug,False,False
486,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,879,Copperajah,Steel,True,True
486,Copperajah,879,Steel,Steel,Normal,130,69,30,122,0.5,794,Buzzwole,Bug,False,False
487,Klinklang,601,Steel,Steel,Normal,100,115,90,60,0.5,794,Buzzwole,Bug,True,True
487,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,601,Klinklang,Steel,False,False
488,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,565,Carracosta,Water,True,True
488,Carracosta,565,Water,Water,Normal,108,133,32,74,1.0,794,Buzzwole,Bug,False,False
489,Gyarados,130,Water,Water,Normal,125,79,81,95,0.5,794,Buzzwole,Bug,True,True
489,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,130,Gyarados,Water,False,False
490,Palkia,484,Water,Water,Legendary,120,100,100,90,1.0,794,Buzzwole,Bug,True,True
490,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,484,Palkia,Water,False,False
491,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,99,Kingler,Water,True,True
491,Kingler,99,Water,Water,Normal,130,115,75,55,1.0,794,Buzzwole,Bug,False,False
492,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,260,Swampert,Water,True,True
492,Swampert,260,Water,Water,Normal,110,90,60,100,1.0,794,Buzzwole,Bug,False,False
493,Barraskewda,847,Water,Water,Normal,123,60,136,61,1.0,794,Buzzwole,Bug,True,True
493,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,847,Barraskewda,Water,False,False
494,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,1.0,98,Krabby,Water,True,True
494,Krabby,98,Water,Water,Normal,105,90,50,30,1.0,794,Buzzwole,Bug,False,False
495,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,589,Escavalier,Bug,True,True
495,Escavalier,589,Bug,Bug,Normal,135,105,20,70,0.5,649,Genesect,Bug,False,False
496,Durant,632,Bug,Bug,Normal,109,112,109,58,0.5,649,Genesect,Bug,True,True
496,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,632,Durant,Bug,False,False
497,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,635,Hydreigon,Dark,True,True
497,Hydreigon,635,Dark,Dark,Normal,105,90,98,92,2.0,649,Genesect,Bug,False,False
498,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,359,Absol,Dark,True,True
498,Absol,359,Dark,Dark,Normal,130,60,75,65,2.0,649,Genesect,Bug,False,False
499,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,861,Grimmsnarl,Dark,True,True
499,Grimmsnarl,861,Dark,Dark,Normal,120,65,60,95,1.0,649,Genesect,Bug,False,False
500,Yveltal,717,Dark,Dark,Legendary,131,95,99,126,1.0,649,Genesect,Bug,False,True
500,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,717,Yveltal,Dark,False,False
501,Zoroark,571,Dark,Dark,Normal,105,60,105,60,2.0,649,Genesect,Bug,True,True
501,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,571,Zoroark,Dark,False,False
502,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,430,Honchkrow,Dark,True,True
502,Honchkrow,430,Dark,Dark,Normal,125,52,71,100,1.0,649,Genesect,Bug,False,False
503,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,799,Guzzlord,Dark,True,True
503,Guzzlord,799,Dark,Dark,Normal,101,53,43,223,2.0,649,Genesect,Bug,False,False
504,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,643,Reshiram,Dragon,True,True
504,Reshiram,643,Dragon,Dragon,Legendary,120,100,90,100,0.5,649,Genesect,Bug,False,False
505,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,644,Zekrom,Dragon,True,True
505,Zekrom,644,Dragon,Dragon,Legendary,150,120,90,100,1.0,649,Genesect,Bug,False,False
506,Garchomp,445,Dragon,Dragon,Normal,130,95,102,108,1.0,649,Genesect,Bug,True,True
506,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,445,Garchomp,Dragon,False,False
507,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,384,Rayquaza,Dragon,True,True
507,Rayquaza,384,Dragon,Dragon,Legendary,150,90,95,105,0.5,649,Genesect,Bug,False,False
508,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,621,Druddigon,Dragon,True,True
508,Druddigon,621,Dragon,Dragon,Normal,120,90,48,77,1.0,649,Genesect,Bug,False,False
509,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,612,Haxorus,Dragon,True,True
509,Haxorus,612,Dragon,Dragon,Normal,147,90,97,76,1.0,649,Genesect,Bug,False,False
510,Dragapult,887,Dragon,Dragon,Normal,120,75,142,88,0.5,649,Genesect,Bug,True,True
510,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,887,Dragapult,Dragon,False,False
511,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,880,Dracozolt,Electric,True,True
511,Dracozolt,880,Electric,Electric,Normal,100,90,75,90,1.0,649,Genesect,Bug,False,False
512,Genesect,649,Bug,Bug,Mythical,120,95,99,71,1.0,405,Luxray,Electric,True,True
